
State,School_Name,Orientation_Name,Address,City,Zip,Phone,Number_of_Students,Grade_Range
PA,MAPLE LEAF AMISH SCHOOL,Amish,400 MAPLE LEAF RD,DAYTON,16222,,25,1st Grade - 9th Grade
PA,MARTIN SAINTS CLASSICAL HIGH SCHOOL,Roman Catholic,120 ALLISON RD,ORELAND,19075,2674954865.0,48,9th Grade - 12th Grade
PA,MEADOW VIEW AMISH SCHOOL,Amish,1512 MIDDLE CREEK RD,BEAVER SPRINGS,17812,5706583642.0,6,1st Grade - 8th Grade
PA,MILLMONT MENNONITE SCHOOL,Mennonite,PO BOX 106,MILLMONT,17845,5709220200.0,35,1st Grade - 8th Grade
PA,MOTHER OF PROVIDENCE REGIONAL CATHOLIC SCHOOL,Roman Catholic,607 S PROVIDENCE RD,WALLINGFORD,19086,6108767110.0,216,Pre-Kindergarten - 8th Grade
PA,MOUNTAIN VIEW,Mennonite,357 MCKEES RD,PORT TREVORTON,17864,,17,1st Grade - 9th Grade
PA,NEW HORIZON AMISH SCHOOL,Amish,20350 HECKER RD,CAMBRIDGE SPRINGS,16403,8148121556.0,30,1st Grade - 8th Grade
PA,NORTH CATHOLIC HIGH SCHOOL,Roman Catholic,1617 ROUTE 228,CRANBERRY TOWNSHIP,16066,4123214823.0,680,9th Grade - 12th Grade
PA,NORTHERN DAUPHIN COUNTY CHRISTIAN SCHOOL,Christian (no specific denomination),2134 STATE ROUTE 209,MILLERSBURG,17061,7176483656.0,125,Kindergarten - 12th Grade
PA,OAK GROVE PAROCHIAL SCHOOL,Mennonite,120 GEPHART RD,SHIPPENSBURG,17257,7175305641.0,30,1st Grade - 8th Grade
PA,PEACEDALE AMISH SCHOOL,Amish,702 OLD FORGE RD,OXFORD,19363,,36,Kindergarten - 8th Grade
PA,PINE GROVE AMISH SCHOOL,Amish,11 PINE GROVE LN,REEDSVILLE,17084,,21,1st Grade - 8th Grade
PA,ROCKLAND SUNBEAMS AMISH SCHOOL,Amish,2333 ROCKLAND RD,MIFFLINTOWN,17059,,8,All ungraded - All ungraded
PA,ROCKY RIDGE AMISH SCHOOL,Amish,821 STIT RD,CLYMER,15728,,28,1st Grade - 9th Grade
PA,ROCKY RIDGE AMISH SCHOOL,Amish,553 ORCHARD RD,RINGGOLD,15770,,22,1st Grade - 8th Grade
PA,ROUND TOP AMISH SCHOOL,Amish,256 MIDDLE RD,AARONSBURG,16820,,24,1st Grade - 8th Grade
PA,SCHOOL OF FAITH IN GOD,Episcopal,420 PIKELEND AVE,SPRING CITY,19475,2158337613.0,7,6th Grade - 12th Grade
PA,SHADY GROVE SCHOOL,Amish,39 STATE ROAD 655,MILL CREEK,17060,,30,Kindergarten - 9th Grade
PA,SHADY GROVE AMISH SCHOOL,Amish,250 PLEASANT VIEW RD,HONEY BROOK,19344,,22,1st Grade - 8th Grade
PA,SONGBIRD HOLLOW AMISH SCHOOL,Amish,21 QUAKER DR,HEGINS,17938,5706824369.0,24,1st Grade - 8th Grade
PA,ST CLARE ST. PAUL SCHOOL,Roman Catholic,1527 PENN AVE,SCRANTON,18509,5703437880.0,308,Pre-Kindergarten - 8th Grade
PA,STS COLMAN-JOHN NEUMANN,Roman Catholic,372 HIGHLAND LN,BRYN MAWR,19010,6105253266.0,294,Pre-Kindergarten - 8th Grade
PA,SUNRISE SPECIAL EDUCATION AMISH SCHOOL,Amish,1075 COFFEE RUN RD,REEDSVILLE,17084,,2,All ungraded - All ungraded
PA,SUNSET VIEW AMISH SCHOOL,Amish,369 PIKE RD,PUNXSUTAWNEY,15767,,27,1st Grade - 8th Grade
PA,TOWER HILL SCHOOL,Amish,11134 ATLANTIC RD,ATLANTIC,16111,,46,1st Grade - 8th Grade
PA,TRI-STATE CHRISTIAN ACADEMY,Other,750 STEUBENVILLE PIKE,BURGETTSTOWN,15021,7249478722.0,100,Pre-Kindergarten - 12th Grade
PA,WALNUT LANE,Amish,382-A W NEWPORT RD,RONKS,17572,7176615483.0,25,1st Grade - 8th Grade
PA,WEAVERLAND SCHOOL,Roman Catholic,509 LINDEN RD,EAST EARL,17519,7174459382.0,28,1st Grade - 8th Grade
PA,WINDY RIDGE AMISH SCHOOL,Amish,342 SAWMILL RD,IRVONA,16656,,12,1st Grade - 8th Grade
RI,"(CHRISTIAN BRETHREN OF WARWICK, INC. DBA)",Other,311 BUTTONWOODS AVE,WARWICK,2886,4017322009.0,8,Pre-Kindergarten - Transitional Kindergarten
RI,FATHER JOHN V. DOYLE SCHOOL,Roman Catholic,343 S MAIN ST,COVENTRY,2816,4018213756.0,156,Pre-Kindergarten - 8th Grade
SC,BEN LIPPEN SCHOOL,Christian (no specific denomination),7401 MONTICELLO RD,COLUMBIA,29203,8038074106.0,964,Pre-Kindergarten - 12th Grade
SC,BREAD OF LIFE CHRISTIAN ACADEMY,Baptist,6149 FORD TAYLOR RD,CONWAY,29527,8433970649.0,10,Pre-Kindergarten - 12th Grade
SC,GRACE CHRISTIAN SCHOOL,Baptist,416 DENHAM AVE,WEST COLUMBIA,29169,8037391211.0,177,Pre-Kindergarten - 12th Grade
SC,ST ELIZABETH ANN SETON CATHOLIC HIGH SCHOOL,Roman Catholic,1300 CAROLINA FOREST BLVD,MYRTLE BEACH,29579,8439031400.0,75,6th Grade - 12th Grade
SC,ST JOSEPH CATHOLIC SCHOOL,Roman Catholic,1200 CORNELIA RD,ANDERSON,29621,8647601619.0,78,Pre-Kindergarten - 8th Grade
SD,PEACE LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,1104 22ND AVE S,BROOKINGS,57006,6056925272.0,15,Pre-Kindergarten - 3rd Grade
SD,ST MARY GRADE SCHOOL,Roman Catholic,812 N STATE AVE,DELL RAPIDS,57022,6054285591.0,233,Pre-Kindergarten - 12th Grade
SD,ST MARY ELEMENTARY SCHOOL,Other,205 W ESSEX,SALEM,57058,6054252607.0,40,Kindergarten - 1st Grade
SD,ST THOMAS MORE MIDDLE SCHOOL,Roman Catholic,424 FAIRMONT BLVD,RAPID CITY,57701,6053481477.0,164,6th Grade - 8th Grade
SD,WESTSIDE CHRISTIAN SCHOOL,Christian (no specific denomination),2601 W 69TH ST STE 100,SIOUX FALLS,57108,6052214220.0,48,Kindergarten - 5th Grade
TN,COLLEGEDALE ACADEMY-ELEMENTARY,Seventh-Day Adventist,PO BOX 568,COLLEGEDALE,37315,4233962122.0,243,Kindergarten - 5th Grade
TN,ABUNDANT LIFE CHRISTIAN ACADEMY,Christian (no specific denomination),5904 NEW NASHVILLE HWY,MURFREESBORO,37129,6158965333.0,35,1st Grade - 10th Grade
TN,CENTRAL LEARNING CENTER,Christian (no specific denomination),2005 E WINCHESTER BLVD,COLLIERVILLE,38017,9012558133.0,7,Pre-Kindergarten - Transitional Kindergarten
TN,CHRIST LIFE ACADEMY,Baptist,3911 PULASKI HWY,LAWRENCEBURG,38464,9317624008.0,63,Pre-Kindergarten - 8th Grade
TN,CHRISTIAN COMMUNITY SCHOOLS,Christian (no specific denomination),506 HESTER DR,WHITE HOUSE,37188,6156726949.0,311,Kindergarten - 12th Grade
TN,FAIRVIEW CHRISTIAN ACADEMY,Baptist,259 COUNTY ROAD 439,ATHENS,37303,4232520082.0,98,Pre-Kindergarten - 12th Grade
TN,HIGHLAND DAY SCHOOL,Church of Christ,400 N HOUSTON LEVEE RD,CORDOVA,38018,9013088847.0,4,Pre-Kindergarten - Kindergarten
TN,JEREMIAH SCHOOL,Christian (no specific denomination),PO BOX 6024,JOHNSON CITY,37602,4239159257.0,27,2nd Grade - 11th Grade
TN,LAKEWAY CHRISTIAN SCHOOL,Baptist,918 JARNIGAN AVE,MORRISTOWN,37813,4235810437.0,32,Kindergarten - 12th Grade
TN,LAKEWAY CHRISTIAN ACADEMY-LAKEWAY CHRISTIAN SCHOOL,Christian (no specific denomination),3720 ROY MESSER HWY,WHITE PINE,37890,8657610522.0,555,6th Grade - 12th Grade
TN,LIFE CHRISTIAN ACADEMY,Other,1026 STEARMAN DR,WHITE HOUSE,37188,6155810058.0,51,Pre-Kindergarten - 5th Grade
TN,LIVING SPRINGS CHRISTIAN ACADEMY,Seventh-Day Adventist,314 DELMER SALTS RD,GRAY,37615,4234775722.0,34,Kindergarten - 8th Grade
TN,NEW BEGINNING CHRISTIAN ACADEMY,Baptist,PO BOX 188,ARTHUR,37707,4238697378.0,14,Pre-Kindergarten - 8th Grade
TN,POWER AND GRACE PREPARATORY ACADEMY,Baptist,231 DUNBAR CAVE R,CLARKSVILLE,37043,9313209862.0,48,Pre-Kindergarten - 5th Grade
TN,RESTORING HOPE CHRISTIAN ACADEMY,Other,1041 CENTERPOINT RD,HENDERSONVILLE,37075,6154310162.0,92,Pre-Kindergarten - 12th Grade
TN,RIVERS EDGE CHRISTIAN ACADEMY,Christian (no specific denomination),PO BOX 31733,KNOXVILLE,37930,8652125575.0,522,Pre-Kindergarten - 12th Grade
TN,ST ANN SCHOOL,Roman Catholic,5105 CHARLOTTE AVE,NASHVILLE,37209,6152690565.0,146,Pre-Kindergarten - 8th Grade
TN,SENSATIONAL ENLIGHTMENT,Christian (no specific denomination),5960 KNIGHT ARNOLD RD,MEMPHIS,38115,9017296021.0,36,Kindergarten - 5th Grade
TN,SHENANDOAH BAPTIST ACADEMY,Baptist,PO BOX 5207,CLEVELAND,37320,4233390992.0,78,Pre-Kindergarten - 12th Grade
TN,TENNESSEE PREPARATORY ACADEMY,Christian (no specific denomination),P.O BOX 4491,CODOVA,38088,9015055206.0,24,10th Grade - 12th Grade
TN,VALLEY CHRISTIAN ACADEMY,Baptist,482 COUNTY ROAD 725,RICEVILLE,37370,4234623008.0,62,Kindergarten - 8th Grade
TN,WORD OF LIFE CHRISTIAN ACADEMY,Pentecostal,152 MAY RD,DUNLAP,37327,4239875360.0,17,Kindergarten - 12th Grade
TX,ABILENE JUNIOR ACADEMY,Seventh-Day Adventist,2542 E OVERLAND TRL.,ABILENE,79601,3256035000.0,7,Kindergarten - 6th Grade
TX,ALL SAINTS EPISCOPAL DAY SCHOOL AUSTIN,Episcopal,209 W 27TH ST,AUSTIN,78705,5124728866.0,8,Pre-Kindergarten - Transitional Kindergarten
TX,ALL SAINTS EPISCOPAL SCHOOL LUBBOCK,Episcopal,3222 103RD ST,LUBBOCK,79423,8067457701.0,374,Kindergarten - 12th Grade
TX,ASBURY METHODIST DAY SCHOOL,Methodist,5354 SPACE CENTER BLVD,PASADENA,77505,2819983486.0,4,Pre-Kindergarten - Kindergarten
TX,BEAR VALLEY ACADEMY,Christian (no specific denomination),7900 PRECINCT LINE RD,COLLEYVILLE,76034,8179184972.0,14,Pre-Kindergarten - Kindergarten
TX,BLESSED HOPE ACADEMY,Christian (no specific denomination),3355 CHERRY RIDGE DR STE 200A,SAN ANTONIO,78230,2106979191.0,41,9th Grade - 12th Grade
TX,BUCKNER FANNING SCHOOL AT MISSION SPRINGS,Christian (no specific denomination),975 MISSION SPRINGS,SAN ANTONIO,78258,2107214700.0,90,Pre-Kindergarten - 8th Grade
TX,CHRYSALIS SCHOOL,Christian (no specific denomination),PO BOX 1028,LIBERTY,77575,9363344347.0,22,1st Grade - 12th Grade
TX,CITADEL CHRISTIAN SCHOOL,Other,2111 S BLUE BELL RD,BRENHAM,77833,9798300991.0,41,Pre-Kindergarten - 11th Grade
TX,CORNERSTONE CHRISTIAN SCHOOL,Church of Christ,400 ELM ST,SWEETWATER,79556,3252351500.0,28,Pre-Kindergarten - 4th Grade
TX,CORNERSTONE CHRISTIAN SCHOOLS,Christian (no specific denomination),17702 NW MILITARY HWY,SAN ANTONIO,78257,2109799203.0,1548,Pre-Kindergarten - 12th Grade
TX,JOSHUA 1:9 LEARNING CENTER,Christian (no specific denomination),21519 W WALLIS DR,PORTER,77365,2813544001.0,82,Pre-Kindergarten - 4th Grade
TX,CROSS POINT PRESCHOOL KATY,Lutheran Church–Missouri Synod,700 WESTGREEN BLVD,KATY,77450,2819455133.0,17,Pre-Kindergarten - Transitional Kindergarten
TX,DR. R. W. GOINES STEM ACADEMY,Other,2455 SE GREEN OAKS BLVD,ARLINGTON,76018,8174668967.0,55,5th Grade - 12th Grade
TX,EPIPHANY OF THE LORD CATHOLIC SCHOOL,Roman Catholic,20910 HIGHLAND KNOLLS DR,KATY,77450,8323916500.0,271,Pre-Kindergarten - 7th Grade
TX,FAITH ACADEMY,Christian (no specific denomination),539 WACO CIRCL,VICTORIA,77904,3615724568.0,241,Pre-Kindergarten - 12th Grade
TX,FAITH LUTHERAN HIGH SCHOOL OF CENTRAL TEXAS,Lutheran Church–Missouri Synod,PO BOX 138,WARDA,78960,9792422889.0,17,9th Grade - 12th Grade
TX,FIRST BAPTIST CHRISTIAN SCHOOL MARBLE FALLS,Baptist,901 LA VENTANA,MARBLE FALLS,78654,8306933930.0,69,Pre-Kindergarten - 8th Grade
TX,HOLY CROSS SCHOOL - BAY CITY,Roman Catholic,2001 KATY AVE,BAY CITY,77414,9792455632.0,47,Pre-Kindergarten - 5th Grade
TX,IN THE PRESENCE OF GOD CORAM DEO CLASSICAL ACADEMY,Christian (no specific denomination),1175 W PRICE RD STE 3,BROWNSVILLE,78520,9569822332.0,20,2nd Grade - 11th Grade
TX,KINGDOM COUNTRY ACADEMY,Other,PO BOX 1423,VAN ALSTYNE,75495,9032259064.0,100,Kindergarten - 12th Grade
TN,LIGHTHOUSE CHRISTIAN ACADEMY,Christian (no specific denomination),130 MAPLE DR N,HENDERSONVILLE,37075,6156125200.0,5001,Kindergarten - 12th Grade
TX,MACEDONIAN CHRISTIAN ACADEMY,Baptist,135 E STATE HIGHWAY 495,ALAMO,78516,9564647950.0,201,Pre-Kindergarten - 12th Grade
TX,MONTGOMERY CHRISTIAN ACADEMY,Christian (no specific denomination),12681 FM 149 RD,MONTGOMERY,77316,9366224598.0,81,Pre-Kindergarten - 6th Grade
TX,NEW HOPE CHRISTIAN ACADEMY,Christian (no specific denomination),1501 H AVE,PLANO,75074,9729899368.0,43,Pre-Kindergarten - 8th Grade
TX,NOBIS PACEM,Roman Catholic,401 E SONTERRA BLVD STE 375,SAN ANTONIO,78258,8302378633.0,1420,Pre-Kindergarten - 12th Grade
TX,OAKWELL ACADEMY,Christian (no specific denomination),PO BOX 11016,COLLEGE STATION,77842,9793268819.0,122,Pre-Kindergarten - 9th Grade
TX,PORTER CHRISTIAN ACADEMY,Pentecostal,24142 LOOP 494,PORTER,77365,2813543399.0,65,Pre-Kindergarten - 12th Grade
TX,PROVIDENCE PREPARATORY SCHOOL,Christian (no specific denomination),"2608 N MAIM STREET, STE B-193",BELTON,76513,2543071165.0,353,Pre-Kindergarten - 12th Grade
TX,RUNNELS ACADEMY,Christian (no specific denomination),102 E 10TH ST,BIG SPRING,79720,4322706075.0,66,Pre-Kindergarten - 10th Grade
TX,SHADY OAK CHRISTIAN SCHOOL,Christian (no specific denomination),503 MAIN ST,RICHMOND,77469,2813415001.0,18,Pre-Kindergarten - Transitional Kindergarten
TX,SHADY OAK PRIMARY SCHOOL,Christian (no specific denomination),600 MAIN ST,RICHMOND,77469,2813441291.0,46,1st Grade - 5th Grade
TX,ST JOHN LUTHERAN PRESCHOOL KINDER/BRIDGE,Lutheran Church–Missouri Synod,122 CHEYENNE MESA,HAMILTON,76531,2543863332.0,5,Pre-Kindergarten - Transitional Kindergarten
TX,ST JOHN BERCHMANS SCHOOL,Roman Catholic,1147 CUPPLES RD,SAN ANTONIO,78226,2104330411.0,92,Kindergarten - 8th Grade
TX,THE ACADEMY AT CHURCH ELEVEN32,Christian (no specific denomination),700 RIVERCREST BLVD,ALLEN,75002,2144957500.0,55,Kindergarten - 4th Grade
TX,THE HIGHLANDS SCHOOL,Roman Catholic,1451 E NORTHGATE DR,IRVING,75062,9725541980.0,277,Pre-Kindergarten - 12th Grade
TX,UR POWERS KIDS,Christian (no specific denomination),1350 MANUFACTURING ST STE 111,DALLAS,75207,9727468922.0,41,Pre-Kindergarten - 4th Grade
TX,UVALDE CLASSICAL ACADEMY,Christian (no specific denomination),400 N GETTY ST,UVALDE,78801,8305912242.0,97,Pre-Kindergarten - 12th Grade
TX,VALOR PREPARATORY ACADEMY,Christian (no specific denomination),4600 SANGER AVE,WACO,76710,2542350575.0,284,Pre-Kindergarten - 11th Grade
TX,VERITAS ACADEMY,Lutheran Church–Missouri Synod,345 E FM 544,WYLIE,75098,4696618002.0,42,Kindergarten - 8th Grade
UT,HOLY TRINITY LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,13249 S REDWOOD RD,RIVERTON,84065,8014038250.0,28,Pre-Kindergarten - 4th Grade
UT,DEAMUDE ADVENTIST CHRISTIAN,Seventh-Day Adventist,1765 W 2100 S,OGDEN,84401,8013713140.0,7,2nd Grade - 6th Grade
UT,GRACE LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,1815 E 9800 S,SANDY,84092,8015723793.0,59,Pre-Kindergarten - 8th Grade
VT,TWELVE TRIBES COMMUNITY CHURCH SCHOOL,Christian (no specific denomination),PO BOX 449,ISLAND POND,5846,8027236536.0,3,7th Grade - 10th Grade
VA,BISHOP DENIS J. OCONNELL HIGH SCHOOL,Roman Catholic,6600 LITTLE FALLS RD,ARLINGTON,22213,7032371400.0,1153,9th Grade - 12th Grade
VA,BUFFALO CREEK BOYS SCHOOL,Christian (no specific denomination),283 MATEER RD,LEXINGTON,24450,5404677785.0,8,6th Grade - 8th Grade
VA,CARDINAL NEWMAN ACADEMY,Roman Catholic,8706 QUAKER LN,NORTH CHESTERFIELD,23235,8044470161.0,13,9th Grade - 12th Grade
VA,COVENANT CHRISTIAN ACADEMY OF WARRENTON VIRGINIA,Christian (no specific denomination),4177 BLUDAU DR,WARRENTON,20187,8312774054.0,342,Pre-Kindergarten - 12th Grade
VA,DOMINION CHRISTIAN SCHOOL,Christian (no specific denomination),11411 ISAAC NEWTON SQ S,RESTON,20190,5712677844.0,76,7th Grade - 12th Grade
VA,EASTERN APPALACHIAN TEEN CHALLENGE,Pentecostal,PO BOX 19385,ROANOKE,24019,5404738148.0,12,9th Grade - 12th Grade
VA,MAYFLOWER CHRISTIAN ACADEMY,Christian (no specific denomination),PO BOX 961,PULASKI,24301,5403880025.0,36,Kindergarten - 11th Grade
VA,VALLEY CLASSICAL SCHOOL,Christian (no specific denomination),610 N MAIN ST STE 261,BLACKSBURG,24060,5403393930.0,69,Pre-Kindergarten - 9th Grade
VA,VERITAS COLLEGIATE ACADEMY,Christian (no specific denomination),1624 HUNTER MILL RD,VIENNA,22182,8665644233.0,107,Kindergarten - 12th Grade
WA,BRIGHTMONT ACADEMY--SEATTLE CAMPUS,Other,9750 3RD AVE NE #102,SEATTLE,98036,2062842300.0,59,5th Grade - 12th Grade
WA,CHRIST THE KING PARISH SCHOOL,Roman Catholic,415 N 117TH ST,SEATTLE,98133,2063646890.0,168,Pre-Kindergarten - 8th Grade
WA,NORTHWEST CHRISTIAN HIGH SCHOOL,Christian (no specific denomination),4710 PARK CENTER AVE NE,LACEY,98516,3604912966.0,98,9th Grade - 12th Grade
WA,NORTHWEST CHRISTIAN SCHOOL,Seventh-Day Adventist,904 SHAW RD,PUYALLUP,98372,2538455722.0,154,Pre-Kindergarten - 8th Grade
WA,PROVIDENCE CHRISTIAN SCHOOL NW,Christian (no specific denomination),5950 PORTAL WAY,FERNDALE,98248,3603181347.0,75,Pre-Kindergarten - 12th Grade
WA,SEATTLE CLASSICAL CHRISTIAN SCHOOL,Christian (no specific denomination),172 20TH AVE,SEATTLE,98122,2062595831.0,145,Pre-Kindergarten - 8th Grade
WA,THE FRANKLIN ACADEMY,Christian (no specific denomination),3000 NW AVE,BELLINGHAM,98225,3607331750.0,263,Kindergarten - 8th Grade
WA,THE COR DEO SCHOOL,Christian (no specific denomination),20 TACOMA AVE  S,TACOMA,98402,2532400287.0,129,Kindergarten - 8th Grade
WA,THREE RIVERS CHRISTIAN SCHOOL,Christian (no specific denomination),2610 OCEAN BEACH HWY,LONGVIEW,98632,3604234510.0,254,Pre-Kindergarten - 12th Grade
WA,TZU CHI ACADEMY SEATTLE,Other,15800 SE NEWPORT WAY,BELLEVUE,98006,4256439101.0,272,Pre-Kindergarten - 10th Grade
WV,LITTLE KANAWHA VALLEY CHRISTIAN SCHOOL,Christian (no specific denomination),6377 W LITTLE KANAWHA HWY,BIG BEND,26136,3043546436.0,41,Pre-Kindergarten - 12th Grade
WV,MOUNT HOPE CHRISTIAN ACADEMY,Christian (no specific denomination),296 CROSSROADS DR,MT HOPE,25880,3042525500.0,201,Kindergarten - 12th Grade
WV,VICTORY BAPTIST ACADEMY,Baptist,PO BOX 549,BEAVER,25813,3042554535.0,158,Pre-Kindergarten - 12th Grade
WV,WOOD COUNTY CHRISTIAN SCHOOL,Christian (no specific denomination),113 W 9TH ST,WILLIAMSTOWN,26187,3043752000.0,262,Pre-Kindergarten - 12th Grade
WV,WORD OF GOD CHRISTIAN ACADEMY,Christian (no specific denomination),146 LIVELY DR,MEADOW BRIDGE,25976,3044847962.0,12,Kindergarten - 12th Grade
WI,ALL SAINTS CATHOLIC SCHOOL,Roman Catholic,4400 22ND AVE,KENOSHA,53140,2629254000.0,357,Pre-Kindergarten - 8th Grade
WI,AUGUSTINE ACADEMY,Christian (no specific denomination),PO BOX 180066,DELAFIELD,53018,2628880046.0,68,Pre-Kindergarten - 8th Grade
WI,CHESTERTON ACADEMY OF MILWAUKEE,Roman Catholic,APPLETON AVE (N74W13646),MENOMONEE FALLS,53008,2627888400.0,90,9th Grade - 12th Grade
WI,CHICKADEE HOLLOW MENNONITE SCHOOL,Mennonite,W1319 EDDY RD,COLBY,54421,7152231369.0,32,1st Grade - 8th Grade
WI,STEVENS POINT CHRISTIAN ACADEMY/PK,Christian (no specific denomination),801 CITY RD HH W,STEVENS POINT,54481,7153410588.0,74,Kindergarten - 12th Grade
WI,MARLIN BURKHOLDER,Mennonite,235056 BRUCKERVILLE DR,DORCHESTER,54425,7156545411.0,30,1st Grade - 8th Grade
WI,CREEKSIDE CHRISTIAN MONTESSORI,Assembly of God,784 SCHEURING RD,DE PERE,54115,9203300148.0,31,Pre-Kindergarten - 4th Grade
WI,CROWN OF LIFE CHRISTIAN ACADEMY,Wisconsin Evangelical Lutheran Synod,404 ROOSEVELT ST,FORT ATKINSON,53538,9205632278.0,145,Pre-Kindergarten - 8th Grade
WI,DEER VIEW AMISH SCHOOL,Amish,N 3890 VALLEY RD,BONDUEL,54107,7157586270.0,38,1st Grade - 8th Grade
WI,HOPE FARM SCHOOL,Christian (no specific denomination),W11086 FOSTER RD,STOCKHOLM,54769,7156514828.0,17,7th Grade - 12th Grade
WI,KINGDOM PREP LUTHERAN HIGH SCHOOL,Wisconsin Evangelical Lutheran Synod,2520 N WAUWATOSA AVE,WAUWATOSA,53213,4145074361.0,200,9th Grade - 12th Grade
WI,LAKESIDE MENNONITE SCHOOL,Mennonite,3405 STATE HIGHWAY 147,TWO RIVERS,54241,9205902017.0,35,1st Grade - 8th Grade
WI,LENA MENNONITE SCHOOL,Mennonite,7203 GALLON RD,OCONTO,54153,9208344114.0,36,1st Grade - 8th Grade
WI,LIFE CHRISTIAN SCHOOL,Christian (no specific denomination),104 FAIRWAY DR,PHILLIPS,54555,7153392207.0,8,2nd Grade - 12th Grade
WI,PINE RIDGE AMISH SCHOOL,Amish,N8397 OWEN AVE,GREENWOOD,54437,,11,1st Grade - 8th Grade
WI,NOTRE DAME SCHOOL OF MILWAUKEE,Roman Catholic,1425 S 26TH ST,MILWAUKEE,53204,4147190180.0,521,Pre-Kindergarten - 8th Grade
WI,NOTRE DAME SCHOOL OF MILWAUKEE,Roman Catholic,1418 S LAYTON BLVD,MILWAUKEE,53215,4143163284.0,520,Pre-Kindergarten - 8th Grade
WI,OUR REDEEMER LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,10025 W N AVE,WAUWATOSA,53226,4142584558.0,94,Pre-Kindergarten - 8th Grade
WI,PLEASANT RIDGE AMISH SCHOOL,Amish,W2399 COUNTY ROAD E,CAMBRIA,53923,,31,1st Grade - 8th Grade
WI,RENAISSANCE SCHOOL,Lutheran Church–Missouri Synod,1510 VILLA ST,RACINE,53403,4143545126.0,370,Pre-Kindergarten - 8th Grade
WI,ROCK COUNTY CHRISTIAN SCHOOL,Christian (no specific denomination),916 BUSHNELL ST,BELOIT,53511,6083650239.0,272,Kindergarten - 12th Grade
WI,RUSTIC RIDGE AMISH SCHOOL,Amish,E3790 W HILLPOINT RD,HILLPOINT,53937,,31,1st Grade - 8th Grade
WI,ST AUGUSTINE PREPARATORY ACADEMY,Christian (no specific denomination),2607 S 5TH ST,MILWAUKEE,53207,4148101611.0,1379,Pre-Kindergarten - 12th Grade
WI,SHADY GROVE MENNONITE SCHOOL,Mennonite,W 2434 OAK RD,CURTISS,54422,7157210854.0,31,1st Grade - 8th Grade
WI,SHORELESS LAKE SCHOOL WISCONSIN,Roman Catholic,115 MADISON ST,SAUK CITY,53583,6083708081.0,12,6th Grade - 8th Grade
WI,ST JAMES ELEMENTARY,Roman Catholic,2502 11TH ST,EAU CLAIRE,54703,7158302277.0,80,Pre-Kindergarten - 5th Grade
WI,ST MARK LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,1167 KENWOOD ST,GREEN BAY,54304,9204949113.0,192,Pre-Kindergarten - 8th Grade
WI,ST MATTHEWS LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,1650 BROWN ST,OCONOMOWOC,53066,2629126367.0,191,Pre-Kindergarten - 8th Grade
WI,ST PETER LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,312 W MAIN ST,WEYAUWEGA,54983,1920867220.0,83,Pre-Kindergarten - 8th Grade
WI,ST FRANCIS XAVIER MIDDLE SCHOOL,Roman Catholic,2626 N ONEIDA ST,APPLETON,54911,9207359380.0,405,5th Grade - 8th Grade
WI,VANCE CREEK AMISH SCHOOL,Amish,557 1/2 AVE,PRAIRIE FARM,54762,,17,2nd Grade - 8th Grade
WI,WALNUT GROVE AMISH SCHOOL,Amish,E3790 W HILLPOINT RD,HILLPOINT,53937,,18,2nd Grade - 8th Grade
WI,WISCONSIN VALLEY LUTHERAN HIGH SCHOOL,Lutheran Church–Missouri Synod,601 MAPLE RIDGE RD,MOSINEE,54455,7156932693.0,25,9th Grade - 12th Grade
WI,WOLF RIVER LUTHERAN HIGH SCHOOL,Lutheran Church–Missouri Synod,W7467 RIVER BEND RD,SHAWANO,54166,7157452400.0,27,9th Grade - 12th Grade
AL,CAMDEN CHRISTIAN ACADEMY,Christian (no specific denomination),948 DEPOT ST,CAMDEN,36726,3346829255.0,14,Pre-Kindergarten - 10th Grade
AL,"COTTAGE HILL CHRISTIAN ACADEMY, LOWER",Baptist,4255 COTTAGE HILL RD,MOBILE,36609,2516342513.0,642,Pre-Kindergarten - 12th Grade
AL,FBC GLENCOE WEEKDAY,Baptist,103 N COLLEGE ST,GLENCOE,35905,2564922460.0,13,Pre-Kindergarten - 6th Grade
AL,ALABASTER WEEKDAY EARLY EDUCATION PROGRAM,Baptist,903 3RD AVE NW,ALABASTER,35007,2056635942.0,40,Pre-Kindergarten - Kindergarten
AL,FIRST BAPTIST CHURCH TRUSSVILLE,Baptist,128 N CHALKVILLE RD,TRUSSVILLE,35173,2056551328.0,22,Pre-Kindergarten - Kindergarten
AL,GODS KIDS LEARNING ACADEMY,Christian (no specific denomination),8361 OLD HWY 31,MORRIS,35116,2055903022.0,7,Pre-Kindergarten - Kindergarten
AL,GREEN VALLEY BAPTIST CHURCH,Baptist,1815 PATTON CHAPEL RD,HOOVER,35226,2058226239.0,15,Pre-Kindergarten - Kindergarten
AL,JACOB'S LADDER,Methodist,310 GREEN ST,ALEXANDER CITY,35010,2567948272.0,12,Pre-Kindergarten - Kindergarten
